,fov,spot_id,x,y
468,149,1,25,7
469,149,2,26,7
470,149,3,27,7
471,149,4,25,8
472,149,5,26,8
473,149,6,27,8
474,149,7,25,9
475,149,8,26,9
476,149,9,27,9
486,150,1,25,10
487,150,2,26,10
488,150,3,27,10
489,150,4,25,11
490,150,5,26,11
491,150,6,27,11
492,150,7,25,12
493,150,8,26,12
494,150,9,27,12
495,151,1,25,13
496,151,2,26,13
497,151,3,27,13
498,151,4,25,14
499,151,5,26,14
500,151,6,27,14
501,151,7,25,15
502,151,8,26,15
503,151,9,27,15
504,152,1,25,16
505,152,2,26,16
506,152,3,27,16
507,152,4,25,17
508,152,5,26,17
509,152,6,27,17
510,152,7,25,18
511,152,8,26,18
512,152,9,27,18
513,153,1,25,19
514,153,2,26,19
515,153,3,27,19
516,153,4,25,20
517,153,5,26,20
518,153,6,27,20
519,153,7,25,21
520,153,8,26,21
521,153,9,27,21
522,154,1,25,22
523,154,2,26,22
524,154,3,27,22
525,154,4,25,23
526,154,5,26,23
527,154,6,27,23
528,154,7,25,24
529,154,8,26,24
530,154,9,27,24
531,155,1,25,25
532,155,2,26,25
533,155,3,27,25
534,155,4,25,26
535,155,5,26,26
536,155,6,27,26
537,155,7,25,27
538,155,8,26,27
539,155,9,27,27
540,156,1,25,28
541,156,2,26,28
542,156,3,27,28
543,156,4,25,29
544,156,5,26,29
545,156,6,27,29
546,156,7,25,30
547,156,8,26,30
548,156,9,27,30
549,157,1,25,31
550,157,2,26,31
551,157,3,27,31
552,157,4,25,32
553,157,5,26,32
554,157,6,27,32
555,157,7,25,33
556,157,8,26,33
557,157,9,27,33
675,170,1,28,7
676,170,2,29,7
677,170,3,30,7
678,170,4,28,8
679,170,5,29,8
680,170,6,30,8
681,170,7,28,9
682,170,8,29,9
683,170,9,30,9
684,171,1,28,10
685,171,2,29,10
686,171,3,30,10
687,171,4,28,11
688,171,5,29,11
689,171,6,30,11
690,171,7,28,12
691,171,8,29,12
692,171,9,30,12
693,172,1,28,13
694,172,2,29,13
695,172,3,30,13
696,172,4,28,14
697,172,5,29,14
698,172,6,30,14
699,172,7,28,15
700,172,8,29,15
701,172,9,30,15
702,173,1,28,16
703,173,2,29,16
704,173,3,30,16
705,173,4,28,17
706,173,5,29,17
707,173,6,30,17
708,173,7,28,18
709,173,8,29,18
710,173,9,30,18
711,174,1,28,19
712,174,2,29,19
713,174,3,30,19
714,174,4,28,20
715,174,5,29,20
716,174,6,30,20
717,174,7,28,21
718,174,8,29,21
719,174,9,30,21
720,176,1,28,25
721,176,2,29,25
722,176,3,30,25
723,176,4,28,26
724,176,5,29,26
725,176,6,30,26
726,176,7,28,27
727,176,8,29,27
728,176,9,30,27
729,177,1,28,28
730,177,2,29,28
731,177,3,30,28
732,177,4,28,29
733,177,5,29,29
734,177,6,30,29
735,177,7,28,30
736,177,8,29,30
737,177,9,30,30
738,178,1,28,31
739,178,2,29,31
740,178,3,30,31
741,178,4,28,32
742,178,5,29,32
743,178,6,30,32
744,178,7,28,33
745,178,8,29,33
746,178,9,30,33
837,190,1,31,7
838,190,2,32,7
839,190,3,33,7
840,190,4,31,8
841,190,5,32,8
842,190,6,33,8
843,190,7,31,9
844,190,8,32,9
845,190,9,33,9
846,191,1,31,10
847,191,2,32,10
848,191,3,33,10
849,191,4,31,11
850,191,5,32,11
851,191,6,33,11
852,191,7,31,12
853,191,8,32,12
854,191,9,33,12
855,192,1,31,13
856,192,2,32,13
857,192,3,33,13
858,192,4,31,14
859,192,5,32,14
860,192,6,33,14
861,192,7,31,15
862,192,8,32,15
863,192,9,33,15
864,193,1,31,16
865,193,2,32,16
866,193,3,33,16
867,193,4,31,17
868,193,5,32,17
869,193,6,33,17
870,193,7,31,18
871,193,8,32,18
872,193,9,33,18
873,194,1,31,19
874,194,2,32,19
875,194,3,33,19
876,194,4,31,20
877,194,5,32,20
878,194,6,33,20
879,194,7,31,21
880,194,8,32,21
881,194,9,33,21
882,195,1,31,22
883,195,2,32,22
884,195,3,33,22
885,195,4,31,23
886,195,5,32,23
887,195,6,33,23
888,195,7,31,24
889,195,8,32,24
890,195,9,33,24
891,197,1,31,28
892,197,2,32,28
893,197,3,33,28
894,197,4,31,29
895,197,5,32,29
896,197,6,33,29
897,197,7,31,30
898,197,8,32,30
899,197,9,33,30
900,198,1,31,31
901,198,2,32,31
902,198,3,33,31
903,198,4,31,32
904,198,5,32,32
905,198,6,33,32
906,198,7,31,33
907,198,8,32,33
908,198,9,33,33
1026,210,1,34,7
1027,210,2,35,7
1028,210,3,36,7
1029,210,4,34,8
1030,210,5,35,8
1031,210,6,36,8
1032,210,7,34,9
1033,210,8,35,9
1034,210,9,36,9
1035,211,1,34,10
1036,211,2,35,10
1037,211,3,36,10
1038,211,4,34,11
1039,211,5,35,11
1040,211,6,36,11
1041,211,7,34,12
1042,211,8,35,12
1043,211,9,36,12
1044,212,1,34,13
1045,212,2,35,13
1046,212,3,36,13
1047,212,4,34,14
1048,212,5,35,14
1049,212,6,36,14
1050,212,7,34,15
1051,212,8,35,15
1052,212,9,36,15
1053,214,1,34,19
1054,214,2,35,19
1055,214,3,36,19
1056,214,4,34,20
1057,214,5,35,20
1058,214,6,36,20
1059,214,7,34,21
1060,214,8,35,21
1061,214,9,36,21
1062,215,1,34,22
1063,215,2,35,22
1064,215,3,36,22
1065,215,4,34,23
1066,215,5,35,23
1067,215,6,36,23
1068,215,7,34,24
1069,215,8,35,24
1070,215,9,36,24
1071,216,1,34,25
1072,216,2,35,25
1073,216,3,36,25
1074,216,4,34,26
1075,216,5,35,26
1076,216,6,36,26
1077,216,7,34,27
1078,216,8,35,27
1079,216,9,36,27
1080,217,1,34,28
1081,217,2,35,28
1082,217,3,36,28
1083,217,4,34,29
1084,217,5,35,29
1085,217,6,36,29
1086,217,7,34,30
1087,217,8,35,30
1088,217,9,36,30
1188,230,1,37,7
1189,230,2,38,7
1190,230,3,39,7
1191,230,4,37,8
1192,230,5,38,8
1193,230,6,39,8
1194,230,7,37,9
1195,230,8,38,9
1196,230,9,39,9
1197,231,1,37,10
1198,231,2,38,10
1199,231,3,39,10
1200,231,4,37,11
1201,231,5,38,11
1202,231,6,39,11
1203,231,7,37,12
1204,231,8,38,12
1205,231,9,39,12
1206,234,1,37,19
1207,234,2,38,19
1208,234,3,39,19
1209,234,4,37,20
1210,234,5,38,20
1211,234,6,39,20
1212,234,7,37,21
1213,234,8,38,21
1214,234,9,39,21
1215,235,1,37,22
1216,235,2,38,22
1217,235,3,39,22
1218,235,4,37,23
1219,235,5,38,23
1220,235,6,39,23
1221,235,7,37,24
1222,235,8,38,24
1223,235,9,39,24
1224,236,1,37,25
1225,236,2,38,25
1226,236,3,39,25
1227,236,4,37,26
1228,236,5,38,26
1229,236,6,39,26
1230,236,7,37,27
1231,236,8,38,27
1232,236,9,39,27
1233,237,1,37,28
1234,237,2,38,28
1235,237,3,39,28
1236,237,4,37,29
1237,237,5,38,29
1238,237,6,39,29
1239,237,7,37,30
1240,237,8,38,30
1241,237,9,39,30
1242,238,1,37,31
1243,238,2,38,31
1244,238,3,39,31
1245,238,4,37,32
1246,238,5,38,32
1247,238,6,39,32
1248,238,7,37,33
1249,238,8,38,33
1250,238,9,39,33
1377,251,1,40,10
1378,251,2,41,10
1379,251,3,42,10
1380,251,4,40,11
1381,251,5,41,11
1382,251,6,42,11
1383,251,7,40,12
1384,251,8,41,12
1385,251,9,42,12
1386,253,1,40,16
1387,253,2,41,16
1388,253,3,42,16
1389,253,4,40,17
1390,253,5,41,17
1391,253,6,42,17
1392,253,7,40,18
1393,253,8,41,18
1394,253,9,42,18
1395,254,1,40,19
1396,254,2,41,19
1397,254,3,42,19
1398,254,4,40,20
1399,254,5,41,20
1400,254,6,42,20
1401,254,7,40,21
1402,254,8,41,21
1403,254,9,42,21
1404,255,1,40,22
1405,255,2,41,22
1406,255,3,42,22
1407,255,4,40,23
1408,255,5,41,23
1409,255,6,42,23
1410,255,7,40,24
1411,255,8,41,24
1412,255,9,42,24
1413,256,1,40,25
1414,256,2,41,25
1415,256,3,42,25
1416,256,4,40,26
1417,256,5,41,26
1418,256,6,42,26
1419,256,7,40,27
1420,256,8,41,27
1421,256,9,42,27
1422,257,1,40,28
1423,257,2,41,28
1424,257,3,42,28
1425,257,4,40,29
1426,257,5,41,29
1427,257,6,42,29
1428,257,7,40,30
1429,257,8,41,30
1430,257,9,42,30
1431,258,1,40,31
1432,258,2,41,31
1433,258,3,42,31
1434,258,4,40,32
1435,258,5,41,32
1436,258,6,42,32
1437,258,7,40,33
1438,258,8,41,33
1439,258,9,42,33
1548,271,1,43,10
1549,271,2,44,10
1550,271,3,45,10
