,fov,spot_id,x,y
0,8.0,1.0,-25180.5777777778,-160874.666666667
1,8.0,2.0,-25180.5777777778,-161786.666666667
2,8.0,3.0,-25180.5777777778,-162698.666666667
3,8.0,4.0,-25180.5777777778,-163610.666666667
4,8.0,5.0,-24086.177777777797,-160874.666666667
5,8.0,6.0,-24086.177777777797,-161786.666666667
6,8.0,7.0,-24086.177777777797,-162698.666666667
7,8.0,8.0,-24086.177777777797,-163610.666666667
8,8.0,9.0,-22991.7777777778,-160874.666666667
9,8.0,10.0,-22991.7777777778,-161786.666666667
10,8.0,11.0,-22991.7777777778,-162698.666666667
11,8.0,12.0,-22991.7777777778,-163610.666666667
12,8.0,13.0,-21897.377777777798,-160874.666666667
13,8.0,14.0,-21897.377777777798,-161786.666666667
14,8.0,15.0,-21897.377777777798,-162698.666666667
15,8.0,16.0,-21897.377777777798,-163610.666666667
16,8.0,17.0,-20802.9777777778,-160874.666666667
17,8.0,18.0,-20802.9777777778,-161786.666666667
18,8.0,19.0,-20802.9777777778,-162698.666666667
19,8.0,20.0,-20802.9777777778,-163610.666666667
20,9.0,1.0,-27658.355555555598,-157208.0
21,9.0,2.0,-27658.355555555598,-158120.0
22,9.0,3.0,-27658.355555555598,-159032.0
23,9.0,4.0,-27658.355555555598,-159944.0
24,9.0,5.0,-26563.955555555596,-157208.0
25,9.0,6.0,-26563.955555555596,-158120.0
26,9.0,7.0,-26563.955555555596,-159032.0
27,9.0,8.0,-26563.955555555596,-159944.0
28,9.0,9.0,-25469.5555555556,-157208.0
29,9.0,10.0,-25469.5555555556,-158120.0
30,9.0,11.0,-25469.5555555556,-159032.0
31,9.0,12.0,-25469.5555555556,-159944.0
32,9.0,13.0,-24375.155555555597,-157208.0
33,9.0,14.0,-24375.155555555597,-158120.0
34,9.0,15.0,-24375.155555555597,-159032.0
35,9.0,16.0,-24375.155555555597,-159944.0
36,9.0,17.0,-23280.755555555595,-157208.0
37,9.0,18.0,-23280.755555555595,-158120.0
38,9.0,19.0,-23280.755555555595,-159032.0
39,9.0,20.0,-23280.755555555595,-159944.0
40,10.0,1.0,-29758.355555555598,-153524.666666667
41,10.0,2.0,-29758.355555555598,-154436.666666667
42,10.0,3.0,-29758.355555555598,-155348.666666667
43,10.0,4.0,-29758.355555555598,-156260.666666667
44,10.0,5.0,-28663.955555555596,-153524.666666667
45,10.0,6.0,-28663.955555555596,-154436.666666667
46,10.0,7.0,-28663.955555555596,-155348.666666667
47,10.0,8.0,-28663.955555555596,-156260.666666667
48,10.0,9.0,-27569.5555555556,-153524.666666667
49,10.0,10.0,-27569.5555555556,-154436.666666667
50,10.0,11.0,-27569.5555555556,-155348.666666667
51,10.0,12.0,-27569.5555555556,-156260.666666667
52,10.0,13.0,-26475.155555555597,-153524.666666667
53,10.0,14.0,-26475.155555555597,-154436.666666667
54,10.0,15.0,-26475.155555555597,-155348.666666667
55,10.0,16.0,-26475.155555555597,-156260.666666667
56,10.0,17.0,-25380.755555555595,-153524.666666667
57,10.0,18.0,-25380.755555555595,-154436.666666667
58,10.0,19.0,-25380.755555555595,-155348.666666667
59,10.0,20.0,-25380.755555555595,-156260.666666667
60,11.0,1.0,-32097.2444444444,-149824.666666667
61,11.0,2.0,-32097.2444444444,-150736.666666667
62,11.0,3.0,-32097.2444444444,-151648.666666667
63,11.0,4.0,-32097.2444444444,-152560.666666667
64,11.0,5.0,-31002.8444444444,-149824.666666667
65,11.0,6.0,-31002.8444444444,-150736.666666667
66,11.0,7.0,-31002.8444444444,-151648.666666667
67,11.0,8.0,-31002.8444444444,-152560.666666667
68,11.0,9.0,-29908.4444444444,-149824.666666667
