,fov,spot_id,x,y
558,158,1,25,34
559,158,2,26,34
560,158,3,27,34
561,158,4,25,35
562,158,5,26,35
563,158,6,27,35
564,158,7,25,36
565,158,8,26,36
566,158,9,27,36
567,159,1,25,37
568,159,2,26,37
569,159,3,27,37
570,159,4,25,38
571,159,5,26,38
572,159,6,27,38
573,159,7,25,39
574,159,8,26,39
575,159,9,27,39
585,160,1,25,40
586,160,2,26,40
587,160,3,27,40
588,160,4,25,41
589,160,5,26,41
590,160,6,27,41
591,160,7,25,42
592,160,8,26,42
593,160,9,27,42
594,161,1,25,43
595,161,2,26,43
596,161,3,27,43
597,161,4,25,44
598,161,5,26,44
599,161,6,27,44
600,161,7,25,45
601,161,8,26,45
602,161,9,27,45
603,162,1,25,46
604,162,2,26,46
605,162,3,27,46
606,162,4,25,47
607,162,5,26,47
608,162,6,27,47
609,162,7,25,48
610,162,8,26,48
611,162,9,27,48
612,163,1,25,49
613,163,2,26,49
614,163,3,27,49
615,163,4,25,50
616,163,5,26,50
617,163,6,27,50
618,163,7,25,51
619,163,8,26,51
620,163,9,27,51
621,164,1,25,52
622,164,2,26,52
623,164,3,27,52
624,164,4,25,53
625,164,5,26,53
626,164,6,27,53
627,164,7,25,54
628,164,8,26,54
629,164,9,27,54
630,165,1,25,55
631,165,2,26,55
632,165,3,27,55
633,165,4,25,56
634,165,5,26,56
635,165,6,27,56
636,165,7,25,57
637,165,8,26,57
638,165,9,27,57
639,166,1,25,58
640,166,2,26,58
641,166,3,27,58
642,166,4,25,59
643,166,5,26,59
644,166,6,27,59
645,166,7,25,60
646,166,8,26,60
647,166,9,27,60
648,167,1,25,61
649,167,2,26,61
650,167,3,27,61
651,167,4,25,62
652,167,5,26,62
653,167,6,27,62
654,167,7,25,63
655,167,8,26,63
656,167,9,27,63
747,179,1,28,34
748,179,2,29,34
749,179,3,30,34
750,179,4,28,35
751,179,5,29,35
752,179,6,30,35
753,179,7,28,36
754,179,8,29,36
755,179,9,30,36
765,182,1,28,43
766,182,2,29,43
767,182,3,30,43
768,182,4,28,44
769,182,5,29,44
770,182,6,30,44
771,182,7,28,45
772,182,8,29,45
