,fov,spot_id,x,y
63,107,1,22,4
64,107,2,23,4
65,107,3,24,4
66,107,4,22,5
67,107,5,23,5
68,107,6,24,5
69,107,7,22,6
70,107,8,23,6
71,107,9,24,6
72,108,1,22,7
73,108,2,23,7
74,108,3,24,7
75,108,4,22,8
76,108,5,23,8
77,108,6,24,8
78,108,7,22,9
79,108,8,23,9
80,108,9,24,9
81,109,1,22,10
82,109,2,23,10
83,109,3,24,10
84,109,4,22,11
85,109,5,23,11
86,109,6,24,11
87,109,7,22,12
88,109,8,23,12
89,109,9,24,12
90,10,1,4,37
91,10,2,5,37
92,10,3,6,37
93,10,4,4,38
94,10,5,5,38
95,10,6,6,38
96,10,7,4,39
97,10,8,5,39
98,10,9,6,39
99,110,1,22,13
100,110,2,23,13
101,110,3,24,13
102,110,4,22,14
103,110,5,23,14
104,110,6,24,14
105,110,7,22,15
106,110,8,23,15
107,110,9,24,15
108,111,1,22,16
109,111,2,23,16
110,111,3,24,16
111,111,4,22,17
112,111,5,23,17
113,111,6,24,17
114,111,7,22,18
115,111,8,23,18
116,111,9,24,18
117,112,1,22,19
118,112,2,23,19
119,112,3,24,19
120,112,4,22,20
121,112,5,23,20
122,112,6,24,20
123,112,7,22,21
124,112,8,23,21
125,112,9,24,21
126,113,1,22,22
127,113,2,23,22
128,113,3,24,22
129,113,4,22,23
130,113,5,23,23
131,113,6,24,23
132,113,7,22,24
133,113,8,23,24
134,113,9,24,24
135,114,1,22,25
136,114,2,23,25
137,114,3,24,25
138,114,4,22,26
139,114,5,23,26
140,114,6,24,26
141,114,7,22,27
142,114,8,23,27
143,114,9,24,27
144,115,1,22,28
145,115,2,23,28
146,115,3,24,28
147,115,4,22,29
148,115,5,23,29
149,115,6,24,29
150,115,7,22,30
151,115,8,23,30
152,115,9,24,30
153,116,1,22,31
154,116,2,23,31
155,116,3,24,31
156,116,4,22,32
157,116,5,23,32
158,116,6,24,32
159,116,7,22,33
160,116,8,23,33
161,116,9,24,33
162,117,1,22,34
163,117,2,23,34
164,117,3,24,34
165,117,4,22,35
166,117,5,23,35
167,117,6,24,35
168,117,7,22,36
169,117,8,23,36
170,117,9,24,36
171,118,1,22,37
172,118,2,23,37
173,118,3,24,37
174,118,4,22,38
175,118,5,23,38
176,118,6,24,38
177,118,7,22,39
178,118,8,23,39
179,118,9,24,39
261,128,1,25,4
262,128,2,26,4
263,128,3,27,4
264,128,4,25,5
265,128,5,26,5
266,128,6,27,5
267,128,7,25,6
268,128,8,26,6
269,128,9,27,6
270,129,1,25,7
271,129,2,26,7
272,129,3,27,7
273,129,4,25,8
274,129,5,26,8
275,129,6,27,8
276,129,7,25,9
277,129,8,26,9
278,129,9,27,9
288,130,1,25,10
289,130,2,26,10
290,130,3,27,10
291,130,4,25,11
292,130,5,26,11
293,130,6,27,11
294,130,7,25,12
295,130,8,26,12
296,130,9,27,12
297,131,1,25,13
298,131,2,26,13
299,131,3,27,13
300,131,4,25,14
301,131,5,26,14
302,131,6,27,14
303,131,7,25,15
304,131,8,26,15
305,131,9,27,15
306,132,1,25,16
307,132,2,26,16
308,132,3,27,16
309,132,4,25,17
310,132,5,26,17
311,132,6,27,17
312,132,7,25,18
313,132,8,26,18
314,132,9,27,18
315,133,1,25,19
316,133,2,26,19
317,133,3,27,19
318,133,4,25,20
319,133,5,26,20
320,133,6,27,20
321,133,7,25,21
322,133,8,26,21
323,133,9,27,21
324,134,1,25,22
325,134,2,26,22
326,134,3,27,22
327,134,4,25,23
328,134,5,26,23
329,134,6,27,23
330,134,7,25,24
331,134,8,26,24
332,134,9,27,24
333,135,1,25,25
334,135,2,26,25
335,135,3,27,25
336,135,4,25,26
337,135,5,26,26
338,135,6,27,26
339,135,7,25,27
340,135,8,26,27
341,135,9,27,27
342,136,1,25,28
343,136,2,26,28
344,136,3,27,28
345,136,4,25,29
346,136,5,26,29
347,136,6,27,29
348,136,7,25,30
349,136,8,26,30
350,136,9,27,30
351,137,1,25,31
352,137,2,26,31
353,137,3,27,31
354,137,4,25,32
355,137,5,26,32
356,137,6,27,32
357,137,7,25,33
358,137,8,26,33
359,137,9,27,33
360,138,1,25,34
361,138,2,26,34
362,138,3,27,34
363,138,4,25,35
364,138,5,26,35
365,138,6,27,35
366,138,7,25,36
367,138,8,26,36
368,138,9,27,36
369,139,1,25,37
370,139,2,26,37
371,139,3,27,37
372,139,4,25,38
373,139,5,26,38
374,139,6,27,38
375,139,7,25,39
376,139,8,26,39
377,139,9,27,39
468,149,1,28,4
469,149,2,29,4
470,149,3,30,4
471,149,4,28,5
472,149,5,29,5
473,149,6,30,5
474,149,7,28,6
475,149,8,29,6
476,149,9,30,6
486,150,1,28,7
487,150,2,29,7
488,150,3,30,7
489,150,4,28,8
490,150,5,29,8
491,150,6,30,8
492,150,7,28,9
493,150,8,29,9
494,150,9,30,9
495,151,1,28,10
496,151,2,29,10
497,151,3,30,10
498,151,4,28,11
499,151,5,29,11
500,151,6,30,11
501,151,7,28,12
502,151,8,29,12
503,151,9,30,12
504,152,1,28,13
505,152,2,29,13
506,152,3,30,13
507,152,4,28,14
508,152,5,29,14
509,152,6,30,14
510,152,7,28,15
511,152,8,29,15
512,152,9,30,15
513,153,1,28,16
514,153,2,29,16
515,153,3,30,16
516,153,4,28,17
517,153,5,29,17
518,153,6,30,17
519,153,7,28,18
520,153,8,29,18
521,153,9,30,18
522,154,1,28,19
523,154,2,29,19
524,154,3,30,19
525,154,4,28,20
526,154,5,29,20
527,154,6,30,20
528,154,7,28,21
529,154,8,29,21
530,154,9,30,21
531,155,1,28,22
532,155,2,29,22
533,155,3,30,22
534,155,4,28,23
535,155,5,29,23
536,155,6,30,23
537,155,7,28,24
538,155,8,29,24
539,155,9,30,24
540,156,1,28,25
541,156,2,29,25
542,156,3,30,25
543,156,4,28,26
544,156,5,29,26
545,156,6,30,26
546,156,7,28,27
547,156,8,29,27
548,156,9,30,27
549,157,1,28,28
550,157,2,29,28
551,157,3,30,28
552,157,4,28,29
553,157,5,29,29
554,157,6,30,29
555,157,7,28,30
556,157,8,29,30
557,157,9,30,30
558,158,1,28,31
559,158,2,29,31
560,158,3,30,31
561,158,4,28,32
562,158,5,29,32
563,158,6,30,32
564,158,7,28,33
565,158,8,29,33
566,158,9,30,33
567,159,1,28,34
568,159,2,29,34
569,159,3,30,34
570,159,4,28,35
571,159,5,29,35
572,159,6,30,35
573,159,7,28,36
574,159,8,29,36
575,159,9,30,36
585,160,1,28,37
586,160,2,29,37
587,160,3,30,37
588,160,4,28,38
589,160,5,29,38
590,160,6,30,38
591,160,7,28,39
592,160,8,29,39
593,160,9,30,39
666,16,1,7,10
667,16,2,8,10
668,16,3,9,10
669,16,4,7,11
670,16,5,8,11
671,16,6,9,11
672,16,7,7,12
673,16,8,8,12
674,16,9,9,12
684,172,1,31,4
685,172,2,32,4
686,172,3,33,4
687,172,4,31,5
688,172,5,32,5
689,172,6,33,5
690,172,7,31,6
691,172,8,32,6
692,172,9,33,6
693,173,1,31,7
694,173,2,32,7
695,173,3,33,7
696,173,4,31,8
697,173,5,32,8
698,173,6,33,8
699,173,7,31,9
700,173,8,32,9
701,173,9,33,9
702,175,1,31,13
703,175,2,32,13
704,175,3,33,13
705,175,4,31,14
706,175,5,32,14
707,175,6,33,14
708,175,7,31,15
709,175,8,32,15
710,175,9,33,15
711,176,1,31,16
712,176,2,32,16
713,176,3,33,16
714,176,4,31,17
715,176,5,32,17
716,176,6,33,17
717,176,7,31,18
718,176,8,32,18
719,176,9,33,18
720,177,1,31,19
721,177,2,32,19
722,177,3,33,19
723,177,4,31,20
724,177,5,32,20
725,177,6,33,20
726,177,7,31,21
727,177,8,32,21
728,177,9,33,21
729,178,1,31,22
730,178,2,32,22
731,178,3,33,22
732,178,4,31,23
733,178,5,32,23
734,178,6,33,23
735,178,7,31,24
736,178,8,32,24
737,178,9,33,24
738,17,1,7,13
739,17,2,8,13
740,17,3,9,13
741,17,4,7,14
742,17,5,8,14
743,17,6,9,14
744,17,7,7,15
745,17,8,8,15
746,17,9,9,15
747,180,1,31,28
748,180,2,32,28
749,180,3,33,28
750,180,4,31,29
751,180,5,32,29
752,180,6,33,29
753,180,7,31,30
754,180,8,32,30
755,180,9,33,30
756,181,1,31,31
757,181,2,32,31
758,181,3,33,31
759,181,4,31,32
760,181,5,32,32
761,181,6,33,32
762,181,7,31,33
763,181,8,32,33
764,181,9,33,33
765,182,1,31,34
766,182,2,32,34
767,182,3,33,34
768,182,4,31,35
769,182,5,32,35
770,182,6,33,35
771,182,7,31,36
772,182,8,32,36
773,182,9,33,36
774,183,1,31,37
775,183,2,32,37
776,183,3,33,37
777,183,4,31,38
778,183,5,32,38
779,183,6,33,38
780,183,7,31,39
781,183,8,32,39
782,183,9,33,39
819,18,1,7,16
820,18,2,8,16
821,18,3,9,16
822,18,4,7,17
823,18,5,8,17
824,18,6,9,17
825,18,7,7,18
826,18,8,8,18
827,18,9,9,18
918,19,1,7,19
919,19,2,8,19
920,19,3,9,19
921,19,4,7,20
922,19,5,8,20
923,19,6,9,20
924,19,7,7,21
925,19,8,8,21
926,19,9,9,21
1008,20,1,7,22
1009,20,2,8,22
1010,20,3,9,22
1011,20,4,7,23
1012,20,5,8,23
1013,20,6,9,23
1014,20,7,7,24
1015,20,8,8,24
1016,20,9,9,24
1188,22,1,7,28
1189,22,2,8,28
1190,22,3,9,28
1191,22,4,7,29
1192,22,5,8,29
1193,22,6,9,29
1194,22,7,7,30
1195,22,8,8,30
1196,22,9,9,30
1278,23,1,7,31
1279,23,2,8,31
1280,23,3,9,31
1281,23,4,7,32
1282,23,5,8,32
1283,23,6,9,32
1284,23,7,7,33
1285,23,8,8,33
1286,23,9,9,33
1377,24,1,7,34
1378,24,2,8,34
1379,24,3,9,34
1380,24,4,7,35
1381,24,5,8,35
1382,24,6,9,35
1383,24,7,7,36
1384,24,8,8,36
1385,24,9,9,36
1476,25,1,7,37
1477,25,2,8,37
1478,25,3,9,37
1479,25,4,7,38
1480,25,5,8,38
1481,25,6,9,38
1482,25,7,7,39
1483,25,8,8,39
1484,25,9,9,39
2043,31,1,10,7
2044,31,2,11,7
2045,31,3,12,7
2046,31,4,10,8
2047,31,5,11,8
2048,31,6,12,8
2049,31,7,10,9
2050,31,8,11,9
2051,31,9,12,9
2124,32,1,10,10
2125,32,2,11,10
2126,32,3,12,10
2127,32,4,10,11
2128,32,5,11,11
2129,32,6,12,11
2130,32,7,10,12
2131,32,8,11,12
2132,32,9,12,12
2196,33,1,10,13
2197,33,2,11,13
2198,33,3,12,13
2199,33,4,10,14
2200,33,5,11,14
2201,33,6,12,14
2202,33,7,10,15
2203,33,8,11,15
2204,33,9,12,15
2268,34,1,10,16
2269,34,2,11,16
2270,34,3,12,16
2271,34,4,10,17
2272,34,5,11,17
2273,34,6,12,17
2274,34,7,10,18
2275,34,8,11,18
2276,34,9,12,18
2367,35,1,10,19
2368,35,2,11,19
2369,35,3,12,19
2370,35,4,10,20
2371,35,5,11,20
2372,35,6,12,20
2373,35,7,10,21
2374,35,8,11,21
2375,35,9,12,21
2430,36,1,10,22
2431,36,2,11,22
2432,36,3,12,22
2433,36,4,10,23
2434,36,5,11,23
2435,36,6,12,23
2436,36,7,10,24
2437,36,8,11,24
2438,36,9,12,24
2502,37,1,10,25
2503,37,2,11,25
2504,37,3,12,25
2505,37,4,10,26
2506,37,5,11,26
2507,37,6,12,26
2508,37,7,10,27
2509,37,8,11,27
2510,37,9,12,27
2520,38,1,10,28
2521,38,2,11,28
2522,38,3,12,28
2523,38,4,10,29
2524,38,5,11,29
2525,38,6,12,29
2526,38,7,10,30
2527,38,8,11,30
2528,38,9,12,30
2529,39,1,10,31
2530,39,2,11,31
2531,39,3,12,31
2532,39,4,10,32
2533,39,5,11,32
