,fov,spot_id,x,y
981,207,1,34,40
982,207,2,35,40
983,207,3,36,40
984,207,4,34,41
985,207,5,35,41
986,207,6,36,41
987,207,7,34,42
988,207,8,35,42
989,207,9,36,42
990,208,1,34,43
991,208,2,35,43
992,208,3,36,43
993,208,4,34,44
994,208,5,35,44
995,208,6,36,44
996,208,7,34,45
997,208,8,35,45
998,208,9,36,45
999,209,1,34,46
1000,209,2,35,46
1001,209,3,36,46
1002,209,4,34,47
1003,209,5,35,47
1004,209,6,36,47
1005,209,7,34,48
1006,209,8,35,48
1007,209,9,36,48
1017,210,1,34,49
1018,210,2,35,49
1019,210,3,36,49
1020,210,4,34,50
1021,210,5,35,50
1022,210,6,36,50
1023,210,7,34,51
1024,210,8,35,51
1025,210,9,36,51
1026,211,1,34,52
1027,211,2,35,52
1028,211,3,36,52
1029,211,4,34,53
1030,211,5,35,53
1031,211,6,36,53
1032,211,7,34,54
1033,211,8,35,54
1034,211,9,36,54
1035,212,1,34,55
1036,212,2,35,55
1037,212,3,36,55
1038,212,4,34,56
1039,212,5,35,56
1040,212,6,36,56
1041,212,7,34,57
1042,212,8,35,57
1043,212,9,36,57
1044,213,1,34,58
1045,213,2,35,58
1046,213,3,36,58
1047,213,4,34,59
1048,213,5,35,59
1049,213,6,36,59
1050,213,7,34,60
1051,213,8,35,60
1052,213,9,36,60
1053,214,1,34,61
1054,214,2,35,61
1055,214,3,36,61
1056,214,4,34,62
1057,214,5,35,62
1058,214,6,36,62
1059,214,7,34,63
1060,214,8,35,63
1061,214,9,36,63
1062,215,1,34,64
1063,215,2,35,64
1064,215,3,36,64
1065,215,4,34,65
1066,215,5,35,65
1067,215,6,36,65
1068,215,7,34,66
1069,215,8,35,66
1070,215,9,36,66
1071,216,1,34,67
1072,216,2,35,67
1073,216,3,36,67
1074,216,4,34,68
1075,216,5,35,68
1076,216,6,36,68
1077,216,7,34,69
1078,216,8,35,69
1079,216,9,36,69
1197,230,1,37,40
1198,230,2,38,40
1199,230,3,39,40
1200,230,4,37,41
1201,230,5,38,41
1202,230,6,39,41
1203,230,7,37,42
1204,230,8,38,42
1205,230,9,39,42
1206,231,1,37,43
1207,231,2,38,43
1208,231,3,39,43
1209,231,4,37,44
1210,231,5,38,44
1211,231,6,39,44
1212,231,7,37,45
1213,231,8,38,45
1214,231,9,39,45
1215,232,1,37,46
1216,232,2,38,46
1217,232,3,39,46
1218,232,4,37,47
1219,232,5,38,47
1220,232,6,39,47
1221,232,7,37,48
1222,232,8,38,48
1223,232,9,39,48
1224,234,1,37,52
1225,234,2,38,52
1226,234,3,39,52
1227,234,4,37,53
1228,234,5,38,53
1229,234,6,39,53
1230,234,7,37,54
1231,234,8,38,54
1232,234,9,39,54
1233,235,1,37,55
1234,235,2,38,55
1235,235,3,39,55
1236,235,4,37,56
1237,235,5,38,56
1238,235,6,39,56
1239,235,7,37,57
1240,235,8,38,57
1241,235,9,39,57
1242,236,1,37,58
1243,236,2,38,58
1244,236,3,39,58
1245,236,4,37,59
1246,236,5,38,59
1247,236,6,39,59
1248,236,7,37,60
1249,236,8,38,60
1250,236,9,39,60
1251,237,1,37,61
1252,237,2,38,61
1253,237,3,39,61
1254,237,4,37,62
1255,237,5,38,62
1256,237,6,39,62
1257,237,7,37,63
1258,237,8,38,63
1259,237,9,39,63
1260,238,1,37,64
1261,238,2,38,64
1262,238,3,39,64
1263,238,4,37,65
1264,238,5,38,65
1265,238,6,39,65
1266,238,7,37,66
1267,238,8,38,66
1268,238,9,39,66
1269,239,1,37,67
1270,239,2,38,67
1271,239,3,39,67
1272,239,4,37,68
1273,239,5,38,68
1274,239,6,39,68
1275,239,7,37,69
1276,239,8,38,69
1277,239,9,39,69
1287,240,1,37,70
1288,240,2,38,70
1289,240,3,39,70
1290,240,4,37,71
1291,240,5,38,71
1292,240,6,39,71
1293,240,7,37,72
1294,240,8,38,72
1295,240,9,39,72
1395,251,1,40,40
1396,251,2,41,40
1397,251,3,42,40
1398,251,4,40,41
1399,251,5,41,41
1400,251,6,42,41
1401,251,7,40,42
1402,251,8,41,42
1403,251,9,42,42
1404,252,1,40,43
1405,252,2,41,43
1406,252,3,42,43
1407,252,4,40,44
1408,252,5,41,44
1409,252,6,42,44
1410,252,7,40,45
1411,252,8,41,45
1412,252,9,42,45
1413,253,1,40,46
1414,253,2,41,46
1415,253,3,42,46
1416,253,4,40,47
1417,253,5,41,47
1418,253,6,42,47
1419,253,7,40,48
1420,253,8,41,48
1421,253,9,42,48
1422,254,1,40,49
1423,254,2,41,49
1424,254,3,42,49
1425,254,4,40,50
1426,254,5,41,50
1427,254,6,42,50
1428,254,7,40,51
1429,254,8,41,51
1430,254,9,42,51
1431,255,1,40,52
1432,255,2,41,52
1433,255,3,42,52
1434,255,4,40,53
1435,255,5,41,53
1436,255,6,42,53
1437,255,7,40,54
1438,255,8,41,54
1439,255,9,42,54
1440,256,1,40,55
1441,256,2,41,55
1442,256,3,42,55
1443,256,4,40,56
1444,256,5,41,56
1445,256,6,42,56
1446,256,7,40,57
1447,256,8,41,57
1448,256,9,42,57
1449,257,1,40,58
1450,257,2,41,58
1451,257,3,42,58
1452,257,4,40,59
1453,257,5,41,59
1454,257,6,42,59
1455,257,7,40,60
1456,257,8,41,60
1457,257,9,42,60
1458,258,1,40,61
1459,258,2,41,61
1460,258,3,42,61
1461,258,4,40,62
1462,258,5,41,62
1463,258,6,42,62
1464,258,7,40,63
1465,258,8,41,63
1466,258,9,42,63
1467,259,1,40,64
1468,259,2,41,64
1469,259,3,42,64
1470,259,4,40,65
1471,259,5,41,65
1472,259,6,42,65
1473,259,7,40,66
1474,259,8,41,66
1475,259,9,42,66
1485,260,1,40,67
1486,260,2,41,67
1487,260,3,42,67
1488,260,4,40,68
1489,260,5,41,68
1490,260,6,42,68
1491,260,7,40,69
1492,260,8,41,69
1493,260,9,42,69
1494,261,1,40,70
1495,261,2,41,70
1496,261,3,42,70
1497,261,4,40,71
1498,261,5,41,71
1499,261,6,42,71
1500,261,7,40,72
1501,261,8,41,72
1502,261,9,42,72
1584,270,1,43,40
1585,270,2,44,40
1586,270,3,45,40
1587,270,4,43,41
1588,270,5,44,41
1589,270,6,45,41
1590,270,7,43,42
1591,270,8,44,42
1592,270,9,45,42
1593,271,1,43,43
1594,271,2,44,43
1595,271,3,45,43
1596,271,4,43,44
1597,271,5,44,44
1598,271,6,45,44
1599,271,7,43,45
1600,271,8,44,45
1601,271,9,45,45
1602,272,1,43,46
