,fov,spot_id,x,y
0,1.0,1.0,-4991.68888888889,-20646.8888888889
1,1.0,2.0,-4991.68888888889,-21558.8888888889
2,1.0,3.0,-4991.68888888889,-22470.8888888889
3,1.0,4.0,-4991.68888888889,-23382.8888888889
4,1.0,5.0,-3897.2888888888897,-20646.8888888889
5,1.0,6.0,-3897.2888888888897,-21558.8888888889
6,1.0,7.0,-3897.2888888888897,-22470.8888888889
7,1.0,8.0,-3897.2888888888897,-23382.8888888889
8,1.0,9.0,-2802.8888888888896,-20646.8888888889
9,1.0,10.0,-2802.8888888888896,-21558.8888888889
10,1.0,11.0,-2802.8888888888896,-22470.8888888889
11,1.0,12.0,-2802.8888888888896,-23382.8888888889
12,1.0,13.0,-1708.4888888888895,-20646.8888888889
13,1.0,14.0,-1708.4888888888895,-21558.8888888889
14,1.0,15.0,-1708.4888888888895,-22470.8888888889
15,1.0,16.0,-1708.4888888888895,-23382.8888888889
16,1.0,17.0,-614.0888888888894,-20646.8888888889
17,1.0,18.0,-614.0888888888894,-21558.8888888889
18,1.0,19.0,-614.0888888888894,-22470.8888888889
19,1.0,20.0,-614.0888888888894,-23382.8888888889
20,2.0,1.0,947.2,-18124.6666666667
21,2.0,2.0,947.2,-19036.6666666667
22,2.0,3.0,947.2,-19948.6666666667
23,2.0,4.0,947.2,-20860.6666666667
24,2.0,5.0,2041.6000000000001,-18124.6666666667
25,2.0,6.0,2041.6000000000001,-19036.6666666667
26,2.0,7.0,2041.6000000000001,-19948.6666666667
27,2.0,8.0,2041.6000000000001,-20860.6666666667
28,2.0,9.0,3136.0,-18124.6666666667
29,2.0,10.0,3136.0,-19036.6666666667
30,2.0,11.0,3136.0,-19948.6666666667
31,2.0,12.0,3136.0,-20860.6666666667
32,2.0,13.0,4230.400000000001,-18124.6666666667
33,2.0,14.0,4230.400000000001,-19036.6666666667
34,2.0,15.0,4230.400000000001,-19948.6666666667
35,2.0,16.0,4230.400000000001,-20860.6666666667
36,2.0,17.0,5324.8,-18124.6666666667
37,2.0,18.0,5324.8,-19036.6666666667
38,2.0,19.0,5324.8,-19948.6666666667
39,2.0,20.0,5324.8,-20860.6666666667
40,3.0,1.0,6780.53333333333,-14063.555555555598
41,3.0,2.0,6780.53333333333,-14975.555555555598
42,3.0,3.0,6780.53333333333,-15887.555555555598
43,3.0,4.0,6780.53333333333,-16799.5555555556
44,3.0,5.0,7874.933333333331,-14063.555555555598
45,3.0,6.0,7874.933333333331,-14975.555555555598
46,3.0,7.0,7874.933333333331,-15887.555555555598
47,3.0,8.0,7874.933333333331,-16799.5555555556
48,3.0,9.0,8969.33333333333,-14063.555555555598
49,3.0,10.0,8969.33333333333,-14975.555555555598
50,3.0,11.0,8969.33333333333,-15887.555555555598
51,3.0,12.0,8969.33333333333,-16799.5555555556
52,3.0,13.0,10063.73333333333,-14063.555555555598
53,3.0,14.0,10063.73333333333,-14975.555555555598
54,3.0,15.0,10063.73333333333,-15887.555555555598
55,3.0,16.0,10063.73333333333,-16799.5555555556
56,3.0,17.0,11158.133333333331,-14063.555555555598
57,3.0,18.0,11158.133333333331,-14975.555555555598
58,3.0,19.0,11158.133333333331,-15887.555555555598
59,3.0,20.0,11158.133333333331,-16799.5555555556
60,4.0,1.0,8080.53333333333,-10408.0
