,fov,spot_id,x,y
0,100,1,19,43
1,100,2,20,43
2,100,3,21,43
3,100,4,19,44
4,100,5,20,44
5,100,6,21,44
6,100,7,19,45
7,100,8,20,45
8,100,9,21,45
9,101,1,19,46
10,101,2,20,46
11,101,3,21,46
12,101,4,19,47
13,101,5,20,47
14,101,6,21,47
15,101,7,19,48
16,101,8,20,48
17,101,9,21,48
18,102,1,19,49
19,102,2,20,49
20,102,3,21,49
21,102,4,19,50
22,102,5,20,50
23,102,6,21,50
24,102,7,19,51
25,102,8,20,51
26,102,9,21,51
27,103,1,19,52
28,103,2,20,52
29,103,3,21,52
30,103,4,19,53
31,103,5,20,53
32,103,6,21,53
33,103,7,19,54
34,103,8,20,54
35,103,9,21,54
36,104,1,19,55
37,104,2,20,55
38,104,3,21,55
39,104,4,19,56
40,104,5,20,56
41,104,6,21,56
42,104,7,19,57
43,104,8,20,57
44,104,9,21,57
45,105,1,19,58
46,105,2,20,58
47,105,3,21,58
48,105,4,19,59
49,105,5,20,59
50,105,6,21,59
51,105,7,19,60
52,105,8,20,60
53,105,9,21,60
54,106,1,19,61
55,106,2,20,61
56,106,3,21,61
57,106,4,19,62
58,106,5,20,62
59,106,6,21,62
60,106,7,19,63
61,106,8,20,63
62,106,9,21,63
180,119,1,22,40
181,119,2,23,40
182,119,3,24,40
183,119,4,22,41
184,119,5,23,41
185,119,6,24,41
186,119,7,22,42
187,119,8,23,42
188,119,9,24,42
189,11,1,4,40
190,11,2,5,40
191,11,3,6,40
192,11,4,4,41
193,11,5,5,41
194,11,6,6,41
195,11,7,4,42
196,11,8,5,42
197,11,9,6,42
198,120,1,22,43
199,120,2,23,43
200,120,3,24,43
201,120,4,22,44
202,120,5,23,44
203,120,6,24,44
204,120,7,22,45
205,120,8,23,45
206,120,9,24,45
207,121,1,22,46
208,121,2,23,46
209,121,3,24,46
210,121,4,22,47
211,121,5,23,47
212,121,6,24,47
213,121,7,22,48
214,121,8,23,48
215,121,9,24,48
216,122,1,22,49
217,122,2,23,49
218,122,3,24,49
219,122,4,22,50
220,122,5,23,50
221,122,6,24,50
222,122,7,22,51
223,122,8,23,51
224,122,9,24,51
225,123,1,22,52
226,123,2,23,52
227,123,3,24,52
228,123,4,22,53
229,123,5,23,53
230,123,6,24,53
231,123,7,22,54
232,123,8,23,54
233,123,9,24,54
234,125,1,22,58
235,125,2,23,58
236,125,3,24,58
237,125,4,22,59
238,125,5,23,59
239,125,6,24,59
240,125,7,22,60
241,125,8,23,60
242,125,9,24,60
243,126,1,22,61
244,126,2,23,61
245,126,3,24,61
246,126,4,22,62
247,126,5,23,62
248,126,6,24,62
249,126,7,22,63
250,126,8,23,63
251,126,9,24,63
279,12,1,4,43
280,12,2,5,43
281,12,3,6,43
282,12,4,4,44
283,12,5,5,44
284,12,6,6,44
285,12,7,4,45
286,12,8,5,45
287,12,9,6,45
378,13,1,4,46
379,13,2,5,46
380,13,3,6,46
381,13,4,4,47
382,13,5,5,47
383,13,6,6,47
384,13,7,4,48
385,13,8,5,48
386,13,9,6,48
387,140,1,25,40
388,140,2,26,40
389,140,3,27,40
390,140,4,25,41
391,140,5,26,41
392,140,6,27,41
393,140,7,25,42
394,140,8,26,42
395,140,9,27,42
396,141,1,25,43
397,141,2,26,43
398,141,3,27,43
399,141,4,25,44
400,141,5,26,44
401,141,6,27,44
402,141,7,25,45
403,141,8,26,45
404,141,9,27,45
405,142,1,25,46
406,142,2,26,46
407,142,3,27,46
408,142,4,25,47
409,142,5,26,47
410,142,6,27,47
411,142,7,25,48
412,142,8,26,48
413,142,9,27,48
414,143,1,25,49
415,143,2,26,49
416,143,3,27,49
417,143,4,25,50
418,143,5,26,50
419,143,6,27,50
420,143,7,25,51
421,143,8,26,51
422,143,9,27,51
423,144,1,25,52
424,144,2,26,52
425,144,3,27,52
426,144,4,25,53
427,144,5,26,53
428,144,6,27,53
429,144,7,25,54
430,144,8,26,54
431,144,9,27,54
432,145,1,25,55
433,145,2,26,55
434,145,3,27,55
435,145,4,25,56
436,145,5,26,56
437,145,6,27,56
438,145,7,25,57
439,145,8,26,57
440,145,9,27,57
441,146,1,25,58
442,146,2,26,58
443,146,3,27,58
444,146,4,25,59
445,146,5,26,59
446,146,6,27,59
447,146,7,25,60
448,146,8,26,60
449,146,9,27,60
450,147,1,25,61
451,147,2,26,61
452,147,3,27,61
453,147,4,25,62
454,147,5,26,62
455,147,6,27,62
456,147,7,25,63
457,147,8,26,63
458,147,9,27,63
459,148,1,25,64
460,148,2,26,64
461,148,3,27,64
462,148,4,25,65
463,148,5,26,65
464,148,6,27,65
465,148,7,25,66
466,148,8,26,66
467,148,9,27,66
477,14,1,4,49
478,14,2,5,49
479,14,3,6,49
480,14,4,4,50
481,14,5,5,50
482,14,6,6,50
483,14,7,4,51
484,14,8,5,51
485,14,9,6,51
594,161,1,28,40
595,161,2,29,40
596,161,3,30,40
597,161,4,28,41
598,161,5,29,41
599,161,6,30,41
600,161,7,28,42
601,161,8,29,42
602,161,9,30,42
603,162,1,28,43
604,162,2,29,43
605,162,3,30,43
606,162,4,28,44
607,162,5,29,44
608,162,6,30,44
609,162,7,28,45
610,162,8,29,45
611,162,9,30,45
612,164,1,28,49
613,164,2,29,49
614,164,3,30,49
615,164,4,28,50
616,164,5,29,50
617,164,6,30,50
618,164,7,28,51
619,164,8,29,51
620,164,9,30,51
621,165,1,28,52
622,165,2,29,52
623,165,3,30,52
624,165,4,28,53
625,165,5,29,53
626,165,6,30,53
627,165,7,28,54
628,165,8,29,54
629,165,9,30,54
630,166,1,28,55
631,166,2,29,55
632,166,3,30,55
633,166,4,28,56
634,166,5,29,56
635,166,6,30,56
636,166,7,28,57
637,166,8,29,57
638,166,9,30,57
639,167,1,28,58
640,167,2,29,58
641,167,3,30,58
642,167,4,28,59
643,167,5,29,59
644,167,6,30,59
645,167,7,28,60
646,167,8,29,60
647,167,9,30,60
648,168,1,28,61
649,168,2,29,61
650,168,3,30,61
651,168,4,28,62
652,168,5,29,62
653,168,6,30,62
654,168,7,28,63
655,168,8,29,63
656,168,9,30,63
657,169,1,28,64
658,169,2,29,64
659,169,3,30,64
660,169,4,28,65
661,169,5,29,65
662,169,6,30,65
663,169,7,28,66
664,169,8,29,66
665,169,9,30,66
675,170,1,28,67
676,170,2,29,67
677,170,3,30,67
678,170,4,28,68
679,170,5,29,68
680,170,6,30,68
681,170,7,28,69
682,170,8,29,69
683,170,9,30,69
783,184,1,31,40
784,184,2,32,40
785,184,3,33,40
786,184,4,31,41
787,184,5,32,41
788,184,6,33,41
789,184,7,31,42
790,184,8,32,42
791,184,9,33,42
792,185,1,31,43
793,185,2,32,43
794,185,3,33,43
795,185,4,31,44
796,185,5,32,44
797,185,6,33,44
798,185,7,31,45
799,185,8,32,45
800,185,9,33,45
801,187,1,31,49
802,187,2,32,49
803,187,3,33,49
804,187,4,31,50
805,187,5,32,50
806,187,6,33,50
807,187,7,31,51
808,187,8,32,51
809,187,9,33,51
810,189,1,31,55
811,189,2,32,55
812,189,3,33,55
813,189,4,31,56
814,189,5,32,56
815,189,6,33,56
816,189,7,31,57
817,189,8,32,57
818,189,9,33,57
828,190,1,31,58
829,190,2,32,58
830,190,3,33,58
831,190,4,31,59
832,190,5,32,59
833,190,6,33,59
834,190,7,31,60
835,190,8,32,60
836,190,9,33,60
837,191,1,31,61
838,191,2,32,61
839,191,3,33,61
840,191,4,31,62
841,191,5,32,62
842,191,6,33,62
843,191,7,31,63
844,191,8,32,63
845,191,9,33,63
846,192,1,31,64
847,192,2,32,64
848,192,3,33,64
849,192,4,31,65
850,192,5,32,65
851,192,6,33,65
852,192,7,31,66
853,192,8,32,66
854,192,9,33,66
855,193,1,31,67
856,193,2,32,67
857,193,3,33,67
858,193,4,31,68
859,193,5,32,68
860,193,6,33,68
861,193,7,31,69
862,193,8,32,69
863,193,9,33,69
864,194,1,31,70
865,194,2,32,70
866,194,3,33,70
867,194,4,31,71
868,194,5,32,71
869,194,6,33,71
870,194,7,31,72
871,194,8,32,72
872,194,9,33,72
1575,26,1,7,40
1576,26,2,8,40
1577,26,3,9,40
1578,26,4,7,41
1579,26,5,8,41
1580,26,6,9,41
1581,26,7,7,42
1582,26,8,8,42
1583,26,9,9,42
1674,27,1,7,43
1675,27,2,8,43
1676,27,3,9,43
1677,27,4,7,44
1678,27,5,8,44
1679,27,6,9,44
1680,27,7,7,45
1681,27,8,8,45
1682,27,9,9,45
1773,28,1,7,46
1774,28,2,8,46
1775,28,3,9,46
1776,28,4,7,47
1777,28,5,8,47
1778,28,6,9,47
1779,28,7,7,48
1780,28,8,8,48
1781,28,9,9,48
1854,29,1,7,49
1855,29,2,8,49
1856,29,3,9,49
1857,29,4,7,50
1858,29,5,8,50
1859,29,6,9,50
1860,29,7,7,51
1861,29,8,8,51
1862,29,9,9,51
1953,30,1,7,52
1954,30,2,8,52
1955,30,3,9,52
1956,30,4,7,53
1957,30,5,8,53
1958,30,6,9,53
1959,30,7,7,54
1960,30,8,8,54
1961,30,9,9,54
2565,42,1,10,40
2566,42,2,11,40
2567,42,3,12,40
2568,42,4,10,41
2569,42,5,11,41
2570,42,6,12,41
2571,42,7,10,42
2572,42,8,11,42
2573,42,9,12,42
2574,43,1,10,43
2575,43,2,11,43
2576,43,3,12,43
2577,43,4,10,44
2578,43,5,11,44
2579,43,6,12,44
2580,43,7,10,45
2581,43,8,11,45
2582,43,9,12,45
2583,44,1,10,46
2584,44,2,11,46
2585,44,3,12,46
2586,44,4,10,47
2587,44,5,11,47
2588,44,6,12,47
2589,44,7,10,48
2590,44,8,11,48
2591,44,9,12,48
2592,45,1,10,49
2593,45,2,11,49
2594,45,3,12,49
2595,45,4,10,50
2596,45,5,11,50
2597,45,6,12,50
2598,45,7,10,51
2599,45,8,11,51
2600,45,9,12,51
2601,46,1,10,52
2602,46,2,11,52
2603,46,3,12,52
2604,46,4,10,53
2605,46,5,11,53
2606,46,6,12,53
2607,46,7,10,54
2608,46,8,11,54
2609,46,9,12,54
2736,60,1,13,40
2737,60,2,14,40
2738,60,3,15,40
2739,60,4,13,41
2740,60,5,14,41
2741,60,6,15,41
2742,60,7,13,42
2743,60,8,14,42
2744,60,9,15,42
2745,61,1,13,43
2746,61,2,14,43
2747,61,3,15,43
2748,61,4,13,44
2749,61,5,14,44
2750,61,6,15,44
2751,61,7,13,45
2752,61,8,14,45
2753,61,9,15,45
2754,62,1,13,46
2755,62,2,14,46
2756,62,3,15,46
2757,62,4,13,47
2758,62,5,14,47
2759,62,6,15,47
2760,62,7,13,48
2761,62,8,14,48
2762,62,9,15,48
2763,64,1,13,52
2764,64,2,14,52
2765,64,3,15,52
2766,64,4,13,53
2767,64,5,14,53
2768,64,6,15,53
2769,64,7,13,54
2770,64,8,14,54
2771,64,9,15,54
2772,65,1,13,55
2773,65,2,14,55
2774,65,3,15,55
2775,65,4,13,56
2776,65,5,14,56
2777,65,6,15,56
2778,65,7,13,57
2779,65,8,14,57
2780,65,9,15,57
2907,79,1,16,40
2908,79,2,17,40
2909,79,3,18,40
2910,79,4,16,41
2911,79,5,17,41
2912,79,6,18,41
2913,79,7,16,42
2914,79,8,17,42
2915,79,9,18,42
2925,80,1,16,43
2926,80,2,17,43
